job_id,industry_id
3884432529,100
3884432529,10
3884434302,137
3884430549,55
3884920513,25
3884919357,14
3884431550,22
3884436210,19
3884430735,96
3887490026,48
3887490026,51
3887490026,1912
3884432782,47
3884915616,96
3887467853,2358
3887480233,48
3887488108,43
3887488108,42
3887488108,46
3884433390,77
3887489593,15
3887489593,12
3887473432,3126
3887470642,47
3887470642,25
3884916584,49
3887470635,27
3887474368,19
3884914374,48
3884919767,1
3884919767,25
3887487070,14
3884912984,112
3887490561,34
3887499070,104
3884432678,23
3884432678,65
3887477885,27
3884432547,48
3884922320,1
3887489649,34
3884921048,14
3887491562,34
3887471626,14
3887483114,15
3887483114,12
3884433236,44
3887494116,34
3887470920,19
3887495413,27
3884917286,14
3884917084,41
3887476366,15
3887476366,12
3887476366,17
3884436569,1916
3884436569,137
3884436569,86
3884434146,75
3884429864,96
3887476796,1359
3884429801,69
3884427958,135
3884429902,118
3884914800,91
3884914800,65
3884914800,901
3884917540,48
3884917540,44
3887471349,27
3871144579,143
3887478009,100
3884435279,137
3887489634,34
3887467925,48
3887495750,96
3884914657,44
3887475259,4
3884918677,43
3887492021,82
3887492021,80
3887473554,15
3887494106,34
3884431599,4
3887479259,27
3887490564,34
3884434037,48
3884431654,9
3887477749,15
3887477749,12
3887471671,104
3884912863,135
3884430605,32
3887494122,34
3887472551,104
3884917451,135
3887471673,43
3887474059,27
3884918344,70
3887496048,31
3887473140,27
3887491046,51
3884918725,43
3884910763,14
3887497638,15
3887481522,50
3884434113,55
3887482162,15
3887482162,12
3884918761,43
3884915452,96
3887482785,4
3887488946,27
3887483355,27
3887488634,34
3887469626,41
3884431792,96
3887477748,15
3887477748,12
3884433638,96
3884438226,96
3887493488,14
3884436167,59
3884920090,14
3844216662,27
3884429636,12
3884910776,14
3884435695,41
3887470524,48
3884434250,25
3884432634,100
3887490562,34
3884436130,75
3887476809,135
3884913869,116
3884433254,90
3884433254,100
3887472128,31
3887483191,116
3887477383,44
3887495113,2194
3884436679,96
3887476347,98
3887488972,14
3887467937,7
3884436058,88
3884916084,44
3884916084,1862
3884430432,25
3887481122,27
3884923486,75
3884921130,112
3884915081,14
3887493118,34
3884917940,43
3884917940,92
3884921377,104
3884435078,104
3884914766,14
3887479262,27
3884432610,14
